	accuracy	precision	recall	f1	auc_roc	matthews_coeff	balanced_accuracy	#tr	#ac_tr	accuracy_var	precision_var	recall_var	f1_var	auc_roc_var	matthews_coeff_var	balanced_accuracy_var	#tr_var	#ac_tr_var
CHEMBL2820	0.78	0.383	0.708	0.449	0.789	0.407	0.748	286.333	16.0	0.042	0.057	0.034	0.032	0.004	0.033	0.002	26.333	3.0
CHEMBL284	0.801	0.134	0.45	0.205	0.74	0.162	0.635	569.333	25.333	0.009	0.002	0.006	0.003	0.018	0.008	0.005	120.333	9.333
CHEMBL3242	0.803	0.138	0.423	0.207	0.736	0.154	0.625	1119.333	60.333	0.002	0.0	0.007	0.0	0.002	0.0	0.0	542.333	10.333
CHEMBL335	0.691	0.153	0.75	0.252	0.802	0.245	0.714	172.667	12.667	0.016	0.011	0.188	0.026	0.001	0.042	0.029	97.333	4.333
CHEMBL3371	0.863	0.144	0.186	0.162	0.531	0.105	0.558	193.0	11.667	0.003	0.023	0.035	0.028	0.116	0.021	0.006	387.0	4.333
CHEMBL344	0.724	0.209	0.635	0.31	0.749	0.24	0.684	436.333	26.333	0.004	0.003	0.003	0.003	0.002	0.002	0.0	816.333	14.333
CHEMBL3594	0.843	0.232	0.562	0.324	0.814	0.286	0.714	1347.333	86.667	0.0	0.0	0.033	0.001	0.005	0.006	0.007	2556.333	270.333
CHEMBL3729	0.765	0.037	0.097	0.054	0.588	-0.041	0.467	255.667	15.667	0.015	0.002	0.01	0.004	0.003	0.007	0.004	24.333	2.333
CHEMBL3837	0.828	0.236	0.716	0.353	0.893	0.342	0.776	734.667	37.667	0.001	0.001	0.051	0.004	0.002	0.009	0.009	3608.333	32.333
CHEMBL3880	0.819	0.103	0.223	0.134	0.488	0.073	0.544	523.333	20.0	0.02	0.014	0.037	0.02	0.02	0.015	0.005	320.333	13.0
CHEMBL3991	0.869	0.119	0.117	0.11	0.502	0.06	0.528	522.0	32.333	0.005	0.013	0.013	0.009	0.0	0.004	0.001	27.0	6.333
CHEMBL4072	0.831	0.249	0.667	0.36	0.793	0.334	0.755	188.667	11.667	0.005	0.017	0.111	0.035	0.043	0.054	0.03	58.333	0.333
CHEMBL4409	0.395	0.102	0.859	0.182	0.676	0.125	0.604	275.333	12.667	0.01	0.001	0.03	0.004	0.01	0.005	0.002	430.333	14.333
CHEMBL4523	0.96	0.632	1.0	0.74	0.993	0.761	0.978	243.333	12.667	0.001	0.115	0.0	0.063	0.0	0.049	0.0	82.333	14.333
CHEMBL4657	0.796	0.186	0.198	0.116	0.528	0.076	0.509	400.0	12.333	0.025	0.074	0.006	0.013	0.006	0.029	0.004	1047.0	0.333
