	ids	cid	trueY	predY
508	1378406-1378411	0	-1	-1
509	386140-1331114	0	1	1
510	541720-1118952	0	-1	-1
511	377418-1331116	0	-1	-1
512	1378405-1386900	0	-1	-1
513	588434-1245952	0	-1	-1
514	1660664-1684037	0	-1	-1
515	272710-1331114	0	1	1
516	377416-1378414	0	-1	-1
517	310968-1245948	0	1	1
518	272435-1378410	0	-1	-1
519	335906-335914	0	-1	-1
520	333156-1105584	0	-1	-1
521	377340-1245949	0	1	1
522	335905-335916	0	-1	-1
523	377216-1378426	0	-1	-1
524	1223878-1561992	0	-1	-1
525	386976-387185	0	-1	-1
526	511029-511097	0	-1	-1
527	272710-377177	0	-1	-1
528	262642-262775	0	-1	-1
529	439321-1105586	0	-1	-1
530	377456-1378410	0	-1	-1
531	1223884-1651777	0	-1	-1
532	272594-1331109	0	-1	-1
533	511030-1118947	0	-1	-1
534	1351334-1648872	0	-1	-1
535	342925-342942	0	-1	-1
536	1223894-1638339	0	-1	-1
537	1351582-1654957	0	-1	-1
538	333157-439044	0	-1	-1
539	1105586-1331119	0	-1	-1
540	386147-588551	0	-1	-1
541	439280-1052467	0	-1	-1
542	311159-386147	0	-1	-1
543	272392-272718	0	-1	-1
544	386868-387185	0	-1	-1
545	1223900-1709705	0	-1	-1
546	511024-511105	0	-1	-1
547	1640432-1667760	0	1	1
548	386714-387143	0	-1	-1
549	439280-1105586	0	-1	-1
550	377144-1378426	0	-1	-1
551	335890-335919	0	-1	-1
552	386100-588676	0	-1	-1
553	342869-342877	0	-1	-1
554	377454-385970	0	1	1
555	1223900-1223905	0	-1	-1
556	985378-1650666	0	-1	1
557	1650666-1666704	0	1	1
558	333152-488384	0	-1	-1
559	459454-460217	0	-1	-1
560	262815-262850	0	-1	-1
561	1650666-1651777	0	1	-1
562	440212-1278130	0	1	1
563	385870-588676	0	-1	-1
564	1223902-1660093	0	1	1
565	377416-1386900	0	-1	-1
566	386184-1378404	0	-1	1
567	1665979-1684037	0	-1	-1
568	272320-1245951	0	-1	-1
569	335889-335891	0	-1	-1
570	1245949-1331114	0	1	1
571	439044-588676	0	-1	-1
572	459639-459685	0	-1	-1
573	272392-385970	0	1	1
574	985364-1634626	0	-1	-1
575	439043-1105589	0	1	1
576	335895-335903	0	-1	-1
577	357407-357408	0	-1	-1
578	272464-588551	0	-1	-1
579	1245956-1245960	0	-1	-1
580	342918-342943	0	-1	-1
581	377216-385970	0	1	1
582	386100-1378407	0	-1	-1
583	1245961-1378426	0	-1	-1
584	1561992-1687725	0	-1	-1
585	385870-1378413	0	-1	-1
586	341479-1118928	0	-1	-1
587	385970-588434	0	1	1
588	335905-335913	0	-1	-1
589	335892-335910	0	-1	-1
590	985378-1660093	0	-1	-1
591	1351337-1654957	0	-1	-1
592	511029-1118953	0	-1	-1
593	439321-1105303	0	-1	-1
594	1378408-1386897	0	-1	-1
595	1223900-1223912	0	-1	-1
596	588800-1245950	0	-1	-1
597	1223901-1720021	0	-1	-1
598	377217-1331109	0	-1	-1
599	1665979-1690930	0	-1	-1
600	310873-386236	0	-1	-1
601	385870-386102	0	-1	-1
602	1223901-1351334	0	-1	-1
603	511097-1118937	0	-1	-1
604	1561992-1651777	0	-1	-1
605	376886-377340	0	-1	-1
606	1378410-1378415	0	-1	-1
607	310732-376813	0	-1	-1
608	336607-511105	0	-1	-1
609	272588-1378404	0	-1	-1
610	459641-460217	0	-1	-1
611	1223913-1640432	0	-1	-1
612	342605-342964	0	-1	-1
613	310994-1245961	0	1	1
614	377454-1386897	0	-1	-1
615	1223906-1351582	0	-1	-1
616	377180-377377	0	-1	-1
617	386097-1331114	0	1	1
618	377456-385970	0	1	1
619	311028-1378406	0	-1	-1
620	386100-1378412	0	-1	-1
621	377259-1245949	0	1	1
622	342877-342942	0	-1	-1
623	1223880-1223912	0	-1	-1
624	272551-1378420	0	-1	-1
625	333149-1105592	0	-1	-1
626	272710-385824	0	-1	-1
627	439278-1105596	0	-1	-1
628	459685-460271	0	-1	-1
629	985379-1223905	0	1	1
630	385870-1245953	0	-1	-1
631	22687-1223900	0	-1	-1
632	386976-387103	0	-1	-1
633	316146-316199	0	-1	-1
634	985377-1660093	0	-1	-1
635	342869-342915	0	-1	-1
636	335917-335918	0	-1	-1
637	377457-386100	0	-1	-1
638	335881-335932	0	-1	-1
639	1223899-1703313	0	-1	-1
640	335890-335932	0	-1	-1
641	310873-1245949	0	-1	1
642	1223899-1223909	0	-1	-1
643	1223913-1693689	0	-1	-1
644	404819-1278131	0	-1	-1
645	1629487-1674868	0	-1	-1
646	335906-335910	0	-1	-1
647	377180-386097	0	1	1
648	386184-1245953	0	1	1
649	1674868-1693843	0	-1	-1
650	377375-1378418	0	-1	-1
651	272710-376813	0	-1	-1
652	1636644-1709319	0	-1	-1
653	377217-1378405	0	-1	-1
654	1633289-1674868	0	-1	-1
655	1223894-1223901	0	-1	-1
656	272464-1378412	0	-1	-1
657	386235-1378408	0	-1	-1
658	310968-1386897	0	-1	-1
659	272442-311139	0	-1	-1
660	387103-387513	0	-1	-1
661	272718-377180	0	-1	-1
662	1223883-1223913	0	-1	-1
663	272392-377177	0	-1	-1
664	1651777-1720021	0	-1	-1
665	1223912-1693689	0	-1	-1
666	459685-460214	0	1	1
667	272588-1245954	0	1	-1
668	439211-439278	0	-1	-1
669	376886-1378406	0	1	-1
670	1647712-1674868	0	-1	-1
671	440211-1252380	0	1	1
672	377261-1245954	0	-1	-1
673	342921-342935	0	-1	-1
674	341480-1118953	0	-1	-1
675	333149-439210	0	1	-1
676	311027-1245950	0	-1	-1
677	272392-1331114	0	-1	1
678	439321-1105596	0	-1	-1
679	377144-1331117	0	-1	-1
680	1331116-1378407	0	-1	-1
681	335903-335911	0	-1	-1
682	985380-1660664	0	-1	1
683	985377-1561994	0	-1	-1
684	377180-385870	0	1	-1
685	272710-1378407	0	-1	-1
686	342682-342869	0	-1	-1
687	258997-291731	0	1	-1
688	1351334-1638339	0	-1	-1
689	301240-333149	0	1	-1
690	272320-1378411	0	-1	-1
691	1223877-1651777	0	-1	-1
692	459456-460269	0	-1	-1
693	377216-377259	0	-1	1
694	1118937-1118956	0	-1	-1
695	376886-377180	0	-1	-1
696	377217-385870	0	-1	-1
697	1223906-1223912	0	-1	-1
698	1378406-1378407	0	-1	-1
699	439281-1105304	0	-1	-1
700	311159-1386900	0	-1	-1
701	272320-272710	0	-1	-1
702	316146-316194	0	-1	-1
703	1223773-1223913	0	-1	-1
704	386102-1378414	0	-1	-1
705	311159-1378408	0	-1	-1
706	386102-1378410	0	-1	-1
707	310968-377454	0	-1	-1
708	311139-1245954	0	-1	-1
709	1378410-1378416	0	-1	-1
710	291821-291861	0	-1	-1
711	342802-342939	0	-1	-1
712	387458-387529	0	-1	-1
713	1638339-1703313	0	-1	-1
714	1654957-1693843	0	-1	-1
715	386236-1378407	0	-1	-1
716	386140-439044	0	-1	-1
717	1245948-1386900	0	1	1
718	1351582-1687725	0	-1	-1
719	342802-342918	0	-1	-1
720	387458-404387	0	-1	-1
721	1561994-1674868	0	-1	-1
722	459454-459641	0	-1	-1
723	342915-342942	0	-1	-1
724	291731-291821	0	-1	-1
725	386185-588800	0	1	1
726	377377-1378415	0	-1	-1
727	377177-1331109	0	-1	-1
728	377375-1245956	0	-1	-1
729	278925-377180	0	1	1
730	439043-1105303	0	1	-1
731	272710-1378414	0	-1	-1
732	336605-511030	0	-1	1
733	272320-1245948	0	1	1
734	377216-1245956	0	-1	1
735	377177-1245957	0	-1	-1
736	272435-272464	0	-1	-1
737	342945-342960	0	-1	-1
738	333156-1105304	0	-1	-1
739	1223902-1223904	0	-1	-1
740	342921-342939	0	-1	-1
741	272320-311192	0	-1	-1
742	1378408-1386895	0	-1	-1
743	588434-1331109	0	-1	-1
744	377418-1245949	0	1	1
745	377177-1378426	0	-1	-1
746	1223907-1351334	0	-1	-1
747	439321-1105583	0	-1	-1
748	459455-459684	0	-1	-1
749	459454-459684	0	-1	-1
750	310968-377217	0	-1	-1
751	272442-1378404	0	-1	-1
752	439044-439278	0	-1	-1
753	1669902-1709705	0	-1	-1
754	1351338-1561991	0	-1	-1
755	439278-488384	0	-1	-1
756	386762-387143	0	-1	-1
757	310873-377375	0	1	1
758	377375-1245948	0	1	1
759	386102-1245954	0	-1	-1
760	278925-386100	0	-1	-1
761	22687-1223897	0	-1	-1
762	1245953-1378422	0	-1	-1
763	386868-387103	0	-1	-1
764	336607-1118949	0	-1	-1
765	272442-386100	0	-1	-1
766	336614-511036	0	-1	-1
767	1223773-1351582	0	-1	-1
768	439209-1105584	0	-1	-1
769	1378420-1386897	0	-1	-1
770	1351338-1677106	0	-1	1
771	310968-386102	0	-1	-1
772	377180-1378406	0	1	1
773	1561992-1629487	0	-1	-1
774	1351626-1690930	0	-1	-1
775	439211-1105590	0	-1	-1
776	316193-316199	0	-1	-1
777	1223878-1651777	0	-1	-1
778	386762-386976	0	-1	-1
779	386235-1378405	0	1	1
780	440213-1278130	0	1	1
781	1223899-1223904	0	-1	-1
782	301581-1105594	0	-1	1
783	377418-1378418	0	-1	-1
784	377418-1378420	0	-1	-1
785	451512-451634	0	1	1
786	310799-587989	0	-1	-1
787	333147-439279	0	-1	-1
788	377457-1378407	0	-1	-1
789	342925-342943	0	-1	-1
790	310994-385824	0	-1	-1
791	135293-373494	0	-1	-1
792	1223904-1703313	0	-1	-1
793	1351582-1351636	0	-1	-1
794	310705-377457	0	-1	-1
795	459640-460213	0	1	1
796	259035-275140	0	-1	-1
797	1223905-1674868	0	-1	-1
798	1638339-1709705	0	-1	-1
799	1223883-1674868	0	-1	-1
800	342942-342964	0	-1	-1
801	335900-335921	0	-1	-1
802	1223900-1690930	0	-1	-1
803	440213-1252382	0	1	1
804	1245959-1378410	0	-1	-1
805	377377-1378418	0	-1	-1
806	588551-588676	0	-1	-1
807	1351337-1720021	0	-1	-1
808	439097-1105586	0	-1	-1
809	386924-387429	0	1	1
810	342927-342947	0	-1	-1
811	272718-377259	0	-1	1
812	1647712-1714249	0	-1	-1
813	404819-502635	0	-1	-1
814	311139-588676	0	-1	-1
815	377256-1378418	0	-1	-1
816	310799-310995	0	1	-1
817	377454-1386901	0	-1	-1
818	377217-1245953	0	-1	-1
819	386762-404387	0	-1	-1
820	953654-953661	0	1	1
821	588800-1245957	0	-1	-1
822	342605-342682	0	-1	-1
823	953661-953667	0	-1	-1
824	386140-1378420	0	-1	-1
825	386147-1378411	0	-1	-1
826	1378410-1386897	0	-1	-1
827	316152-316209	0	-1	-1
828	1406244-1406246	0	1	1
829	1351337-1677106	0	-1	-1
830	336612-1118937	0	-1	-1
831	377256-1378426	0	-1	-1
832	1378408-1386900	0	-1	-1
833	953655-953662	0	1	1
834	1052467-1105585	0	1	-1
835	1640432-1720021	0	-1	-1
836	541720-1118938	0	-1	-1
837	377454-1378413	0	-1	-1
838	985377-1638339	0	-1	-1
839	1378407-1386900	0	-1	-1
840	377180-377261	0	1	-1
