	ids	cid	trueY	predY
66	1623467-1624481	0	-1	1
67	1499302-1499367	0	-1	-1
68	1162610-1219161	0	-1	-1
69	500519-500536	0	-1	-1
70	24958-282260	0	-1	-1
71	891366-897278	0	-1	-1
72	1341001-1341004	0	-1	-1
73	1512171-1512188	0	-1	-1
74	25003-261680	0	-1	-1
75	24957-25003	0	-1	-1
76	261660-261737	0	-1	-1
77	419431-1212919	0	-1	-1
78	1296977-1614209	0	1	-1
79	419431-1162611	0	-1	-1
80	261680-558319	0	-1	-1
81	1502591-1502806	0	-1	-1
82	827541-1295697	0	-1	-1
83	1512164-1512171	0	-1	-1
84	147126-1403506	0	-1	-1
85	1285963-1285966	0	-1	-1
86	1500062-1500065	0	-1	1
87	267565-299338	0	-1	-1
88	282191-500602	0	-1	-1
89	1366408-1383284	0	-1	-1
90	559147-559204	0	-1	-1
91	500567-1369858	0	-1	1
92	24892-282260	0	-1	-1
93	419431-1214676	0	-1	-1
94	267565-299337	0	-1	-1
95	500556-558319	0	-1	-1
96	1366408-1383280	0	-1	-1
97	1499367-1499368	0	-1	-1
98	1255132-1255133	0	-1	-1
99	207200-258241	0	-1	-1
100	1366407-1366408	0	-1	-1
101	1376007-1713031	0	1	1
102	1383033-1383283	0	-1	-1
103	267564-299406	0	-1	-1
104	1219161-1222736	0	-1	-1
105	1512174-1598587	0	1	1
106	1255138-1278691	0	-1	-1
107	24903-1222736	0	-1	-1
108	282191-309867	0	-1	-1
109	500556-1255147	0	-1	-1
110	24957-500536	0	-1	-1
111	735529-897267	0	-1	-1
112	1391176-1391183	0	1	1
113	298864-887499	0	1	1
114	267680-282180	0	-1	-1
115	500567-500619	0	-1	-1
116	24958-310116	0	-1	-1
117	310116-887499	0	-1	-1
118	282260-322557	0	-1	-1
119	1285889-1285902	0	-1	-1
120	258241-1403508	0	-1	-1
121	1500063-1500162	0	1	-1
122	1162610-1721706	0	-1	-1
123	258241-1403506	0	-1	-1
124	1512173-1598585	0	-1	-1
125	1285901-1285963	0	-1	-1
126	1499362-1499363	0	-1	-1
127	147126-1394040	0	-1	-1
128	1499372-1499373	0	1	-1
129	298769-1162612	0	1	1
130	298382-1255132	0	1	1
131	24799-559206	0	-1	-1
132	282260-419431	0	-1	-1
133	310116-559147	0	1	-1
134	500566-500650	0	-1	-1
135	147126-1162610	0	-1	-1
136	1623055-1624481	0	1	1
137	1340999-1341003	0	1	-1
138	1671459-1707370	0	-1	-1
139	1499312-1499370	0	-1	-1
140	897267-897271	0	-1	-1
141	927191-1502806	0	-1	-1
142	1502332-1502334	0	-1	-1
143	558319-559147	0	1	-1
144	298382-1255133	0	1	1
145	1499367-1499372	0	1	1
146	859706-1594533	0	-1	-1
147	1502332-1502333	0	1	-1
148	322557-1394041	0	-1	-1
149	240499-1162610	0	1	1
150	1616256-1616257	0	-1	-1
151	1391180-1391184	0	-1	-1
152	1512165-1512171	0	-1	-1
153	24892-24931	0	-1	-1
154	1616255-1616256	0	-1	-1
155	261721-500536	0	-1	-1
156	1623551-1624481	0	1	1
157	352436-352440	0	-1	-1
158	261736-298864	0	1	-1
159	559204-1255146	0	1	-1
160	1391171-1391190	0	-1	-1
161	558319-1135878	0	-1	-1
162	1512181-1512184	0	1	-1
163	24958-261660	0	-1	-1
164	1381064-1381066	0	1	-1
165	1214676-1222736	0	1	-1
166	322681-1376007	0	-1	-1
167	352407-352436	0	1	-1
168	322681-1376016	0	-1	-1
169	1512164-1512174	0	-1	-1
170	258241-1403507	0	-1	-1
171	897265-1243095	0	-1	1
172	261680-261721	0	-1	-1
173	267804-282180	0	-1	-1
174	147126-254801	0	-1	-1
175	1219161-1403497	0	-1	-1
176	254801-1403507	0	-1	-1
177	147126-207200	0	-1	-1
178	948386-1502809	0	-1	-1
179	1502588-1502589	0	1	-1
180	1499302-1499361	0	1	-1
181	897276-1596454	0	-1	-1
182	298382-500518	0	1	1
183	1623551-1624098	0	-1	-1
184	298781-500584	0	1	1
185	24903-500536	0	-1	-1
186	1376007-1671459	0	1	1
187	897270-897279	0	1	-1
188	897275-897278	0	1	-1
189	322681-1376011	0	-1	-1
190	1616255-1616258	0	1	-1
191	207200-1219161	0	-1	-1
192	267659-1162615	0	1	-1
193	1222736-1255146	0	-1	-1
194	1383048-1383275	0	-1	-1
195	1512165-1512174	0	-1	-1
196	1340999-1341004	0	-1	-1
197	1383251-1383280	0	-1	-1
198	735529-897272	0	-1	-1
199	1383274-1383280	0	1	-1
200	309730-1278691	0	-1	-1
201	1027898-1369858	0	1	1
202	24799-1394041	0	-1	-1
203	1376016-1643884	0	1	1
204	1391180-1391187	0	1	1
205	1391170-1391189	0	-1	-1
206	254801-1219161	0	-1	-1
207	735529-897274	0	1	1
208	1502806-1502813	0	-1	-1
209	24958-887499	0	-1	-1
210	25602-402445	0	1	-1
211	126240-163329	0	1	1
212	310186-1255158	0	-1	-1
213	510685-510731	0	-1	-1
214	1403497-1721706	0	-1	-1
215	254801-1162610	0	-1	-1
216	1616255-1616257	0	-1	-1
217	1391174-1391187	0	-1	1
218	261680-500556	0	-1	-1
219	897271-897274	0	1	-1
220	24957-24958	0	-1	-1
221	24892-1403497	0	-1	-1
222	258241-1219161	0	-1	-1
223	891365-897277	0	-1	-1
224	125678-500602	0	-1	-1
225	25003-500519	0	-1	-1
226	310155-1255153	0	-1	-1
227	1512169-1512174	0	-1	-1
228	1512165-1598585	0	-1	-1
229	207200-282260	0	-1	-1
230	298864-558319	0	1	1
231	24931-559145	0	-1	-1
232	1643884-1707370	0	-1	-1
233	310116-500556	0	-1	-1
234	500566-1255155	0	-1	-1
235	267680-267804	0	-1	-1
236	1623655-1624098	0	1	-1
237	267680-295453	0	-1	-1
238	125678-261663	0	-1	-1
239	24931-559206	0	-1	-1
240	735529-897273	0	-1	-1
241	634713-891366	0	-1	-1
242	24892-254801	0	-1	-1
243	1295697-1295702	0	-1	-1
244	309867-500602	0	-1	-1
245	1502333-1502335	0	1	1
246	352288-352412	0	-1	-1
247	309730-529097	0	-1	-1
248	1296980-1614319	0	1	-1
249	1341001-1341002	0	-1	-1
250	322557-1403507	0	-1	-1
251	1598584-1598585	0	-1	-1
252	125678-298781	0	1	1
253	262536-1162610	0	-1	-1
254	258241-1162610	0	-1	-1
255	1499302-1499366	0	-1	-1
256	897267-897275	0	-1	-1
257	280034-295369	0	-1	-1
258	1403507-1721706	0	-1	-1
259	500519-1255146	0	-1	-1
260	927191-1502583	0	-1	-1
261	147126-258241	0	-1	-1
262	1502591-1502813	0	-1	-1
263	948386-1502591	0	-1	-1
264	500556-1135878	0	-1	-1
265	254801-262536	0	-1	-1
266	529097-1278691	0	-1	-1
267	25003-261736	0	-1	-1
268	1255140-1278691	0	-1	1
269	735529-897278	0	-1	-1
270	261737-1135878	0	-1	-1
271	1512169-1512171	0	-1	-1
272	827541-1295698	0	1	1
273	634713-897271	0	-1	-1
274	1502591-1502809	0	-1	-1
275	897268-1596454	0	1	-1
276	1499370-1499372	0	1	1
277	735529-891366	0	-1	-1
278	1341004-1341006	0	-1	1
279	1391177-1391184	0	1	1
280	310116-559205	0	-1	-1
281	282191-298781	0	1	1
282	1255150-1255153	0	-1	-1
283	1502587-1502806	0	-1	-1
284	1295091-1295697	0	-1	-1
285	261737-310116	0	-1	-1
286	261736-1369871	0	-1	-1
287	24903-24958	0	-1	-1
288	1499366-1499367	0	-1	-1
289	1502325-1502329	0	1	1
290	500536-1222736	0	-1	-1
291	352436-352442	0	-1	-1
292	1616257-1616259	0	-1	-1
293	282260-310116	0	-1	-1
294	1500063-1500065	0	1	1
295	948386-1502589	0	1	-1
296	298762-309867	0	1	1
